content,question,answer
"Trashy Life: Crayfish Turn Rubbish into a Home  This post is part of the Science Tuesday feature series on the USDA blog. Check back each week as we showcase stories and news from the USDA’s rich science and research portfolio. To raccoons, snakes and opossums, crayfish look pretty tasty, and large crayfish will even cannibalize their smaller kin. Crayfish, which live in rivers and streams, need instream cover to hide from all their predators. They also use cover to find food, to shelter while incubating eggs, and to keep themselves from being washed away in floods. Susan Adams, a fisheries research scientist for the Forest Service’s Southern Research Station, examined different types of cover in the Yazoo River basin of Mississippi to see whether crayfish used large pieces of household trash for shelter when natural cover was limited. Her findings recently appeared in the journal Environmental Management.  Sarah Farmer, Southern Research Station, U.S. Forest Service  Posted in  Forestry  Jun 03,   Respond to this story",What types of cover do crayfish use for shelter and survival?,"Crayfish use large pieces of household trash as well as natural cover such as rocks, logs, and vegetation for shelter and survival."
"Public Affairs Director, USDA Food and Nutrition Service, Western Region in  Food and Nutrition  Initiatives  Jan 19,  Fremont Elementary School students at Chefs Move to Schools program kick off. Cross-posted from the Let's Move! blog: Earlier this fall, in conjunction with International Chefs Day, Chef Melinda Burrows had the opportunity to team with Fremont Elementary School in Alhambra, California, to help launch their Chefs Move to Schools program. They did so in grand style. With three school assemblies focusing on harvests, the popular event centered around chef-led demonstrations featuring spaghetti squash, pumpkins, and other varieties of healthful foods. Chef Burrows said she became involved with the Chefs Move to Schools program by simply answering First Lady Michelle Obama’s call to service.  Through the initiative, the First Lady has encouraged chefs to adopt a school and work with teachers, parents, school nutritionists and administrators to help educate kids about food and nutrition. The Morrison Senior Living executive chef, who works in the school’s community, chose Freemont for several reasons: “As an Executive Chef I love teaching others, especially children, about healthy and nutritious foods and how to cook them.  I know that little minds are sponges and can be inspired to do amazing things, like learning how to cook.  My Grandma Sendejar was the one who inspired me to learn when I was six years old.  I wish to give back what was so freely given to me.” Her story is not unique, as chefs across the country have been motivated to take their unique talents to benefit young, hungry minds in our nation’s schools. Chef Burrows also happens to be the parent of an eighth grade student at Fremont Elementary School.  Her son has shown great interest in following in his mother’s footsteps.  Along with her other three children and husband, the family has always shared a love of eating good, nutritious food.  And this collective love of cuisine made the program a natural fit for her expertise. “Earlier this summer before the American Culinary Federation (ACF) National Convention, I participated in a community service event with the Chef and Child Foundation.  A group of chefs spent the day at Hermosa Village, a low-income housing development, working with the families through four food stations.  The focus was on healthy and nutritious eating.  It was an inspiring day which lead me to the Chefs Move to Schools program.” Last month, Burrows planned a chef demo and an on-site registration for the Chefs Move to Schools program to engage other principals in the program.  Thanks to her passion, more school leaders will likely follow her selfless lead. Please follow USDA’s Food and Nutrition Service on Twitter. Chef Melinda Burrows demonstrating different varieties of squash and pumpkins at Fremont Elementary School in Alhambra, California.   Category/Topic:  Food and Nutrition  Initiatives  Tags:  Alhambra  California  Chefs Move to Schools  Child Nutrition  FNS  Let's Move","What is the primary goal of the ""Chefs Move to Schools"" program, as initiated by First Lady Michelle Obama and implemented in Fremont Elementary School, in terms of educating kids about healthful foods and nutrition?","The primary goal of the ""Chefs Move to Schools"" program is to educate kids about healthful foods and nutrition through chef-led demonstrations and hands-on experiences."
"Secretary Vilsack Highlights Summer Food Service Program Week at No Kid Hungry Launch in Virginia   Cross posted from the Let's Move! blog:  Today marks day two in the first ever National Summer Food Service Program Week, a weeklong awareness campaign to promote USDA’s Summer Food Service Program (SFSP) and other programs nationwide to feed low income kids. Lots of things are happening around the country this week to help feed more hungry children this summer.  For example today is National Hunger Awareness Day – as designated by the U.S. Senate in a bipartisan resolution. This is very fitting, given that at least ates face a higher risk of hunger in the summer. Also today Agriculture Secretary Vilsack joined Jeff Bridges, Share Our Strength founder Bill Shore, Virginia Governor Bob McDonnell and others to launch Virginia’s No Kid Hungry Campaign at Barcroft Elementary School in Arlington, Virginia.  Amanda Browne, Intern , USDA’s Food and Nutrition Service  Posted in  Food and Nutrition  Initiatives  Jun 07,   1 Response",What national awareness campaign was launched this week to promote the USDA's Summer Food Service Program (SFSP) and help feed low-income kids?,The National Summer Food Service Program Week.
"Food Hub, Food Truck and Food Education: Northern Colorado School District Takes Farm to School to the Next Level  A bin of acorn squash sits on a pallet at the Weld County School District 6 central kitchen, right next to a bin of yellow onions and a 1,000 pound tote of russet potatoes – all locally-grown. A walk through the facility is enough to convince anyone that Weld County School District 6 is committed to scratch-cooked, locally-grown food for its 22,000 students at 35 schools.  In this rural Colorado school district, where over 40 languages are spoken at home and 66 percent of students are eligible for free or reduced price meals, fresh, tasty food is the norm – even down to the green chili, a southwestern favorite roasted in-house, using three varieties of local peppers. About a quarter of the central kitchen is dedicated to processing fresh fruits and vegetables.  Mushrooms are sliced, carrots are shredded and onions are diced. With funding from a USDA Farm to School Grant in , this food hub portion of the kitchen was furnished with tables, wash stations and equipment to process local food for Weld County’s own meals and for other districts in the area.  Andrea Northup, USDA Farm to School Regional Lead for the Mountain Plains Region and Helen Dombalis, Programs Director and Interim Policy Director for the National Farm to School Network  Posted in  Initiatives  Food and Nutrition  Nov 18,   1 Response",What percentage of Weld County School District 6 students are eligible for free or reduced price meals?,66% of Weld County School District 6 students are eligible for free or reduced price meals.
"Alaska's Chugach National Forest Provides a World-Class Training Ground for Olympic Hopefuls  America’s elite, Olympic-bound Nordic skiers have a high-altitude secret they hope will give them an edge in Sochi, Russia, during the Winter Olympics in late February. Team members take a 10-minute helicopter ride from sea level up to Eagle Glacier on Alaska’s Chugach National Forest, the most northern national forest in the U.S. The environment there mimics what they expect to find in Sochi. The glacier, 5,500 feet above Girdwood, Alaska, is home to the Thomas Training Center operated under permit by the Alaska Pacific University Nordic Ski Center. The ski center was established in the late s as a model for creating international success in American Nordic skiing.  Sara Boario, Chugach National Forest, U.S. Forest Service  Posted in  Forestry  Oct 21,   Respond to this story","What unique training opportunity do America's elite Olympic-bound Nordic skiers have access to on Alaska's Chugach National Forest, specifically at the Eagle Glacier?",America's elite Olympic-bound Nordic skiers have access to high-altitude glacier skiing at the Eagle Glacier on Alaska's Chugach National Forest.
"Share Our Strength Kicks Off No Kid Hungry in New Orleans  I had the honor of participating in the kick-off of Share Our Strength’s No Kid Hungry campaign in New Orleans, Louisiana, on November 12.  I say it was an honor because of the importance of the project and the dedication and sincerity of the partners who have come together to make it happen.  Bill Ludwig, USDA’s Food and Nutrition Service Southwest Regional Administrator  Posted in  Food and Nutrition  Nov 19,   Respond to this story",What initiative was kicked off by Share Our Strength in New Orleans on November 12?,The No Kid Hungry campaign.
"AAAS Science and Technology Policy Fellow, USDA Office of the Chief Scientist and Ann-Marie Thro, National Program Leader for Plant Breeding and Genetic Resources, National Institute of Food and Agriculture in  Research and Science  Oct 17,  Plant breeding continues to support higher production, delivering diverse cornucopia crops for generations to come. It’s that time of year again when many of us adorn our homes with autumn décor, and our tables with the bounties of a fall harvest. Consider the cornucopia. This centerpiece is symbolic of the food and thanks that we share with our friends and family. Inside, we find examples of grains, fruits, and vegetables – familiar crops that have occupied places at our tables for generations. We continue to enjoy foods made from these crops today, largely due to plant breeding efforts over the past century that significantly expanded their diversity and productivity. Plant breeding is the human-aided development of new plant varieties with important characteristics such as drought or pest resistance. It is one of agriculture’s most effective tools for ensuring food security and the adaptability of crops to changing conditions. Take grains, for instance. These iconic components of many cornucopias and fall harvests in the U.S. are some of our most important food crops. Over the past century, plant breeders from USDA and its land-grant university and private partners developed more productive and drought resistant corn. Similarly, USDA researchers working with universities and international partners developed more productive and disease-resistant wheat. These efforts contributed to what is known as the ‘Green Revolution,’ which is estimated to have saved over one billion people worldwide from starvation. If we were to take a fruit from our cornucopia, say grapes, we would see a similar story where plant breeders have produced many new varieties of disease-resistant table grapes. And the same is true for vegetables. Since , extensive plant breeding research by USDA’s Agricultural Research Service (ARS) and its university partners has produced over 115 new disease-resistant and productive onion varieties. Plant breeding programs remain just as active and important today for creating a food secure and adaptable agricultural system as they were during the Green Revolution. For example, in collaboration with ARS scientists, researchers at Washington State and Cornell Universities are currently in the process of breeding exciting and delicious new varieties of apples. This year, as we celebrate the harvest, let us also remember the care and agricultural research that helped to create this bounty.  Category/Topic:  Research and Science  Tags:  National Institute of Food and Agriculture  NIFA  Office of the Chief Scientist  plant breeding  Agricultural Research Service  Washington State University  Cornell University","What role has plant breeding played in enhancing food security and crop diversity, particularly with regards to grains, fruits, and vegetables featured in a traditional cornucopia centerpiece?","Plant breeding has significantly contributed to ensuring food security and adaptability of crops by developing diverse, productive, and disease-resistant varieties of grains (such as corn and wheat), fruits (like grapes), and vegetables (e.g., onions)."
"O'Brien in  Rural  Jun 02,  The Riggio family was able to purchase their home in Newville, Pennsylvania, with a loan from USDA Rural Development’s Self-Help Housing Loan Program. As we celebrate National Homeownership Month this June, I am reminded how USDA delivers positive outcomes ‘Every Day, Every Way’ through the comprehensive programs and services that touch the lives of every American. While many people think of USDA in terms of food, farms and forestry, nearly 3.4 million families over the past 65 years have found the affordable financing they needed to become homeowners through USDA Rural Development. In alone, more than 170,000 rural residents became homeowners with the help of Rural Development’s direct loans, guaranteed loans, grants and technical assistance. In both people and dollars, was the most successful year on record in the history of USDA’s single-family housing programs. President Obama has said the true engine of America’s economic growth is a rising and thriving middle class. For most Americans, a home is the largest single investment they will make — and the largest asset they will hold — in their lifetime. A home is a life-changing rung on the ladder of opportunity as families work toward a brighter financial future. Homeownership helps build equity, assets, and long-term financial security — the foundation for upward mobility. During National Homeownership Month, please join us as we celebrate these rural families who, with USDA’s help, have invested in their future through a home of their own.  Category/Topic:  Rural  Tags:  Grants  homeowners  Loans  National Homeownership Month  President Obama  RD  Single Family Housing Programs","What program has helped nearly 3.4 million families become homeowners through USDA Rural Development, and was used by the Riggio family to purchase their home in Pennsylvania?",The USDA Rural Development's Self-Help Housing Loan Program.
"APHIS Administrator in  Animals  Plants  Jun 16,   I’m Dr. Gregory Parham and I’m the Administrator of the Animal and Plant Health Inspection Service (APHIS).  As a proud member of the veterinary profession, I’m happy to share with you that has been declared World Veterinary Year in honor of the 250th anniversary of the founding of the first official school of veterinary medicine. The veterinary profession is one I have been close to for decades.  In fact, my father served as a veterinarian for APHIS.  During his career, he worked in the field, assisted in disease eradication efforts, and even worked internationally.  Seeing what he did every day was a strong influence on me.  I learned early in life that becoming a veterinarian could be an interesting career.  I followed through with my goal of studying veterinary medicine and have determined that I was right.  Being a veterinarian is most certainly an interesting and fulfilling career, one that has exposed me to all sorts of experiences and opportunities. As a vet trainee, I was in central Florida testing cattle for brucellosis.  That wasn’t the hard part.  To this day, the scariest moment of my veterinary career had to be learning to watch for alligators while I was out doing tests.  Later in my career, I was working in the field as an epidemiologist on a disease outbreak investigation.  The blood samples I took from horses led to the isolation of a new virus. Work such as this is challenging and rewarding for me and for the APHIS veterinarians that help protect animal and human health every day.  I would like you to know more about the work they perform in every state across America and internationally. To that end, we’ll be celebrating World Veterinary Year throughout by shining the spotlight on all that our veterinarians do.  Over the next several months, other members of the APHIS veterinary community will be sharing their own stories in this blog space. We have quite a diverse group – both in their backgrounds and in the work they do on a daily basis.  I’m honored to have such a talented, dedicated staff of veterinarians working at APHIS.  I am excited about sharing them with you. APHIS and USDA are joining with organizations around the world to celebrate World Veterinary Year by highlighting the work of veterinarians on the USDA blog.  This post is part of a series underscoring the important and diverse work of APHIS veterinarians.  Check back each Thursday as we showcase the work of a different veterinarian. Dr. Gregory Parham, APHIS Administrator  Category/Topic:  Animals  Plants  Tags:  APHIS  Gregory Parham  Veterinary Services  World Veterinary Year",What important role do veterinarians play in protecting animal and human health across America and internationally?,"According to the content, veterinarians at APHIS play an important role in protecting animal and human health by performing disease eradication efforts, investigating disease outbreaks, taking blood samples, and conducting other critical work that helps safeguard public health."
"Give Yourself a Hand!  “Clean vs. dirty” is a concept that seems easy enough to understand. You know your jeans are dirty when they get grass stains on them, because you can easily see the stains. Seeing bacteria on your food is a different story. All foodborne bacteria are microscopic and can’t be seen with the naked eye, making it difficult to know if your foods have been cross-contaminated. Bacteria may come into contact with our foods from contaminated cooking equipment, utensils and even our hands. According to the FDA Food Safety Survey (, 530 ) Americans are doing well to prevent cross contamination from some common sources, but not all.  Adam Ghering, Public Affairs Specialist, Food Safety and Inspection Service, USDA  Posted in  Health and Safety  May 23,   Respond to this story",What is the primary challenge in preventing cross-contamination of food with bacteria?,The primary challenge in preventing cross-contamination of food with bacteria is that they are microscopic and cannot be seen with the naked eye.
