content,question,answer
"AMS Commodity Procurement Financial Analyst in  Initiatives  Aug 23,  AMS Commodity Procurement Financial Analyst Keven Valentin, a former HACU intern at work. Valentin was an intern with AMS for two years through the HACU National Internship Program. Photo Courtesy of Hakim Fobia, AMS Public Affairs Reach one, teach one. That is the approach that USDA has taken in its partnership with the Hispanic Association of Colleges and Universities (HACU) National Internship Program. As a current employee with the USDA＊s Agricultural Marketing Service (AMS) and a former HACU intern, I am glad to help continue this tradition. The HACU National Internship Program helps talented students in more than 400 colleges and universities gain valuable experience through paid internships at federal, private, and non-profit organizations. USDA has been a leading organization working with the program, hosting nearly HACU student interns since . I am part of the nearly 46% of former HACU interns who earned the opportunity to stay on board with the federal government after finishing my degree. I accepted the opportunity to continue my career at the USDA after two eventful summers interning with the AMS Commodity Procurement Program. During my tenure as an intern, I applied what I learned in my education and work experience. My time was spent helping develop and implement a new budget tracking system, overlooking a $2.6 million budget, developing budget procedures, and providing support to the daily branch operations. I also got a chance to help develop and implement a new invoicing process using the new Web Based Supply Chain Management System (WBSCM). The WBSCM is now used by AMS to make purchases for the National School Lunch Program and other federal nutrition assistance programs. As I look back on my experience as a HACU intern working at AMS, I really appreciate the way the program works with USDA and other organizations. After applying for the program through my school, the University of Puerto Rico at Aguadilla Campus, HACU placed me in an organization and position that matched my educational background. Working with the Commodity Procurement staff turned out to be a great fit for me. AMS Administrator Anne Alonzo with students at the HACU National Internship Program summer farewell event. Photo courtesy of Karen Comfort, AMS Special Assistant to the Administrator Looking to the future, I am confident that other HACU interns will have similar experiences at USDA and other partner organizations. I recently had the pleasure of attending the HACU National Internship Program summer farewell event where AMS Administrator Anne Alonzo inspired all. She gave the keynote address alongside Principal Deputy Under Secretary for the Department of Veterans Affairs Robert L. Jesse. It was great to hear Administrator Alonzo encourage the interns to be fearless as they carve out their career paths. She also stressed that they can achieve anything when they are passionate about the fields they choose. I am glad to hear that my office will be welcoming two talented HACU interns this fall. I am excited to be able to share with them my positive experiences and encourage them to tell others about the program＊s success with AMS and other USDA agencies. I know that the internship will place them on track for long, fruitful careers and that they will help others follow in their footsteps.  Category/Topic:  Initiatives  Tags:  AMS  Anne Alonzo  Commodity Procurement  Department of Veterans Affairs  HACU National Internship Program  interns  National School Lunch Program  Puerto Rico  Robert L. Jesse  students  University of Puerto Rico at Aguadilla Campus  WBSCM",What are some effective ways for agricultural marketing services to implement and utilize new budget tracking systems and web-based supply chain management systems in procurement processes?,"* Developing and implementing a new budget tracking system * Using the Web Based Supply Chain Management System (WBSCM) to make purchases for federal nutrition assistance programs * Overseeing budgets of up to $2.6 million * Implementing a new invoicing process using WBSCM These methods have been successfully implemented by Keven Valentin, a former HACU intern at the USDA's Agricultural Marketing Service (AMS)."
"The garden located on the corner of Jefferson Drive and 12th Street, S.W., Washington D.C. educates the public about sustainable gardening practices. The garden showcases food grown in containers for small urban spaces, raised beds for community plots, and fruit trees. Meet the People＊s Gardeners?at USDA Headquarters Natalie Howe, USDA Plant Materials Center Manager Natalie＊s team at the Plant Materials Center conducts research that helps gardeners, farmers, and ranchers manage their lands to benefit soil health, water quality, and wildlife habitat.?The Plant Materials Center oversees the management of the Headquarters People＊s Garden. Volunteer! There are a variety of volunteer activities at the Headquarters People＊s Garden, including:  Gardening clothing recommended  Any clothing  Planting fruits, vegetables and flowers  General garden cleanup and weeding  Maintaining vermicompost bins  (Gardening gloves and tools will provided)  Filling seed packets  Compost Ambassador, training provided (only USDA Farmers Market days, Fridays, 10 a.m. to 2 p.m., June 2 每 September 29)  People＊s Garden Ambassador, training provided  Engaging with visitors, educating about USDA programs and career opportunities Interested in volunteering? Sign-up for email updates on the latest volunteer schedule by completing the USDA Headquarters People＊s Garden Volunteer Interest List.  Where: HQ People's Garden, 12th St SW, Washington, DC 0  When:  Thursday, June 6th, 10-noon  Friday, June 14th, 10-noon  Friday, June 21st, 10-noon  Friday, June 28th, 10-noon  Wednesday, July 3rd, 10-noon  Friday, July 12th, 10-noon  Wednesday, July 17th, 10-noon  Friday, July 26th, 10-noon Visit the USDA Farmers Market on Fridays, 9 a.m. to 2 p.m. (May through October) to sample local produce and prepared foods. VegU is a popular 10-minute weekly class that teaches how to grow, pick, prepare, and store different fruits and vegetables. Get VegUcated!  Honeybee Hives on the Rooftop of the Whitten Building  You may be surprised that we have beehives on the rooftop of the USDA Whitten building! Learn more about the People's Garden Apiary.  Learn more about pollinators.  What＊s Growing?  Conservation  Our tool shed was built from wood repurposed from fallen urban trees in the city. It is topped with a green roof, which was constructed with soil and plants. Learn more about using reclaimed materials in this blog and the work the U.S. Forest Service is doing to transform ※waste§ wood.  Our vermicomposting area helps us divert food scraps and garden trimmings from the landfill. Learn more about how the worms do the work for us!  Partnerships  Food produced in the USDA Headquarters Garden is donated to D.C. Central Kitchen and Food Rescue US - DC.  The mission of D.C. Central Kitchen (DCCK) is to use food as a tool to strengthen bodies, empower minds, and build communities. The iconic nonprofit and social enterprise combats hunger and poverty through job training and job creation, providing hands-on culinary job training for individuals facing barriers to employment while creating living wage jobs and bringing nutritious food where it is most needed. DCCK＊s social ventures include serving scratch-cooked farm-to-school meals in DC schools, delivering fresh, affordable produce to corner stores in neighborhoods without supermarkets, and operating a fast-casual cafe.  ""Be the Rescue§ is the simple motto of Food Rescue US. Their volunteers pick-up excess healthy food from local food donors then deliver it directly to local social service agencies that feed the food insecure. It goes like this -- local food donors (e.g., grocers, restaurants, caterers, farmers＊ markets, corporations, etc.) register available fresh food via an online tool. Next, local social service agencies (soup kitchens, shelters, veterans service facilities, etc.) respond with their food needs and details for delivery. Finally, local volunteers use the app to sign up for a ※food rescue§ and schedule the pickup and delivery.","What are some ways in which the USDA Headquarters People's Garden addresses soil health, water quality, and wildlife habitat management?","The research conducted by Natalie Howe and her team at the Plant Materials Center helps gardeners, farmers, and ranchers manage their lands to benefit soil health, water quality, and wildlife habitat. The center also oversees the management of the Headquarters People's Garden, which showcases sustainable gardening practices such as composting and vermicomposting, reducing waste and promoting soil health."
"PhD, RDN, Director of Nutrition Security and Health Equity, USDA Food and Nutrition Service in  Food and Nutrition  Nutrition Security  Equity  Mar 27,  USDA is proud to celebrate the second anniversary of Agriculture Secretary Tom Vilsack＊s vision to advance food and nutrition security. This first-of-its-kind, whole-of-department approach uses a four-pillar approach, working across USDA＊s eight mission areas. These pillars include:  Providing nutrition support from pregnancy to birth and beyond;  Connecting everyone in this country with healthy, safe, affordable foods  Developing, translating, and enacting nutrition science through partnership; and  Prioritizing equity every step of the way. Leveraging the momentum of the historic White House Conference on Hunger, Nutrition, and Health, we are also doing our part to implement the National Strategy (, 201 ) on Hunger, Nutrition, and Health. This whole-of-society strategy was designed to end hunger, improve nutrition and physical activity, and reduce diet-related diseases and disparities. And the Biden-Harris Administration remains focused on the Strategy. At a recent White House event, partners pledged nearly $1.7 billion in new commitments cultivated through the White House Challenge to End Hunger and Build Healthy Communities. Our efforts to advance food and nutrition security also integrates the Secretary＊s goal to make MyPlate a household name. As I explain in this video, MyPlate has been our national symbol for healthy eating for more than a decade. MyPlate.gov provides the guidance, tools, and resources that translate the - Dietary into actionable steps anyone can use. We are making our MyPlate materials more culturally, contextually, and linguistically responsive. And we work with more than rategic Partners across a variety of sectors to use common messages to communicate to consumers that it＊s never too early or too late to start eating healthy. We even launched a MyPlate Instagram, which is loaded with healthy eating tips and recipes. Agriculture Secretary Vilsack Celebrates Progress on Tackling Food and Nutrition Insecurity As we celebrate the power of nutritious food, we are proud of all we＊ve accomplished over the last two years, but we know we can do more and do better, together. Please explore our innovative tools and stay connected. We look forward to working together to help everyone in this country access nutrition education through MyPlate.  Category/Topic:  Food and Nutrition  Nutrition Security  Equity  Tags:  Food and Nutrition Service  FNS  Food and Nutrition  nutrition security  MyPlate  You May Also Like  SNAP-Ed Connects Culture, Land, and Food  Healthier Foods, Healthier Minds  National Women＊s History Month: Celebrating FNS＊ Unsung Heroines",What are the key strategies employed by the USDA to advance food and nutrition security in the United States?,"The key strategies employed by the USDA to advance food and nutrition security in the United States include: 1. Providing nutrition support from pregnancy to birth and beyond. 2. Connecting everyone in this country with healthy, safe, affordable foods. 3. Developing, translating, and enacting nutrition science through partnership. 4. Prioritizing equity every step of the way. These strategies are based on a four-pillar approach, working across USDA's eight mission areas, as described in the provided content."
"The garden features cool and warm season crops, culinary and medicinal herbs and pollinator friendly plants. Typical Growing Schedule  Greenhouse  Direct Seed  Transplant  January  Broccoli, Cabbage, Onions  February/March  Cauliflower, Lettuce, Peppers, Tomatoes  March/April  Sweet Potatoes, Eggplant  Beets, Carrots, Chard, Kale, Kohlrabi, Mustard, Peas, Radish, Spinach, Sunflower  Cabbage  April/May  Beans, Cantaloupe, Cucumbers, Okra, Peas, Pumpkins, Summer Squash, Sorghum, Watermelon, Zucchini, P芍palo  Broccoli, Cauliflower, Lettuce, Onions *Washington, DC is Zone 7 borderline Zone 8. Consult your local cooperative extension office for a planting calendar for your area. Unique Varieties at the Headquarters Garden Written by UW-Madison Department of Horticulture and Seed to Kitchen Collaborative There are many interesting varieties around the Headquarters People＊s Garden, and each one has a unique story about where it came from. Visit the tabs below to learn more.  Plant Breeding 101  Have you ever been to the produce aisle and wondered how there got to be so many different types of lettuce? You might be surprised to learn that broccoli, kale, cabbage, and brussels sprouts all come from the exact same plant species. The incredible diversity of produce we have today has been developed over thousands of years, as plants evolved with and alongside humans. Early farmers and foragers would save seeds from plants that had desirable characteristics 〞 like big fruits or big leaves, excellent flavor, or the ability to store over the winter〞 and plant those seeds again in the spring, repeating the process season after season. Today, the science of selecting and reproducing certain plant traits is sometimes known as plant breeding.  There are several different ways of breeding plant varieties:  Open-pollinated varieties are those whose characteristics remain stable across generations. Older varieties, also known as heirlooms, are examples of open-pollinated varieties that can be saved in your garden from season to season. These varieties will continue to display the same characteristics of the previous generation. You can even select seeds with your own ideal traits!  Hybrid varieties are created by cross-pollinating two plants from different inbred lines. To develop hybrid varieties, breeders first take two populations of plants with desirable characteristics and reproduce them until the characteristics are stable. Then, they cross-pollinate the two populations to create an offspring that has the characteristics of both populations. Unlike seeds saved from open-pollinated varieties, seeds saved from hybrids often look very different from the parent plants, and instead display a wide diversity of traits that were present in the original populations.  Genetic engineering allows breeders to change individual traits in plant varieties by editing, inserting, or deleting gene sequences using different molecular techniques. There are not very many crops with genetically engineered varieties on the market today, although many are used in commercial farming of corn, soybeans, cotton, and sugar beets.  There are lots of interesting varieties around the People＊s Garden, and each one has a unique story about where it came from. Scan the QR code on the variety sign to learn more.  Beit Alfa Cucumber  Native to present day India and southern China, the cucumber has been a staple in Asian and Middle Eastern cuisines for thousands of years. Early cucumbers were likely quite bitter due to protective compounds in the cucumber skin which discourage insects and other pests from eating them. Over the years, plant breeders have selected varieties for less bitterness and better flavor, bringing to the table the cucumber we recognize today.  In the s, plant breeder Hanka Lazarson began working on an improved cucumber at the Beit Alfa kibbutz in northern Israel. She started with the local Damascus variety, which ※tasted good,§ but produced cucumbers that were unevenly shaped and sized. So, she set out to develop a variety that was more uniform in appearance. As she worked to identify plants that made right-sized fruits, she realized that the increased uniformity also contributed to better flavor and texture. In a journal entry, she wrote, ※Our studies showed that if the cavity space of the cucumber is greater relative to the thickness of the shell. It has a juicier flavor and finer texture.§  The kibbutz knew they had a great cucumber on their hands, and in , Lazarson started distributing the seeds of the new variety in the Middle East, and quickly, around the world. Since then, hundreds of heirloom and hybrid varieties have counted Beit Alfa as an ancestor. Of the variety she＊d defined, she wrote: ※Productive variety, excellent taste and high yield: these indicate the type we called Beit Alfa Cucumber.§  Beit Alfa cucumbers are small, sweet, prolific, and can be harvested in short order, usually about 55 days from planting. Commonly referred to as a ※burpless§ variety, Beit Alfas have thin skin, few seeds, and lower levels of cucurbitacin, the compound that made early cucumbers so bitter. They are also adaptable to many different growing environments, making them a popular choice among home gardeners.  Nativity Seeds, ※Damascus Cucumber To Beit Alfa Cucumber,§   Black Beauty Zucchini  The 20th century was a time of massive growth for the seed industry, which used snappy marketing to promote all types of new and interesting fruit and vegetable varieties. For all the pizzazz, it could be difficult for farmers and home gardeners to determine just which new varieties were actual improvements on the seeds they may have already had. Enter the All-America Selections, which rely on a panel of judges and controlled trials to determine the best new varieties on the market.  Black Beauty Zucchini is one such award winner, crowned in for being one of the earliest-ripening and longest-producing varieties of the dark-skinned zucchinis. Black Beauty was bred by John Scarchuk, a plant breeder at the University of Connecticut. Scarchuk received a degree in botany from UConn and began working for the University＊s Storrs Agricultural Experiment Station in . He served in the U.S. Army during World War II and returned to Storrs, where he spent the rest of his career. Each state has an Agricultural Experiment Station, designated and funded by the government to promote agricultural innovation across the country and to bring new and useful plant varieties to the American public. During his time at SAES, Scarchuk bred 7 All-America Selection winners, including Candlelight ornamental peppers, Dark Opal basil, and Table King squash. Of Black Beauty, the New York Times in wrote: ※This new variety with a heavier crop and longer season will bring added praise. Black Beauty can be picked when merely the size of a big dill pickle or when large as a cucumber. The flesh is tender, sweet, and buttery＃ The more that is picked, the more that is produced.§  Hamilton, Robert. ※Tomorrow＊s Plants on 7 County Plots.§ The New York Times,   Hastings, W. Ray. ※All-America Flowers Add Vegetables for ＆57.§ The New York Times,   P芍palo  While many of the fruits and vegetables we eat result from decades, and sometimes centuries, of breeding and selection, other foods on our plate are not that far removed from those we can find in the wild. Porophyllum ruderale is one of those species, a green herbaceous plant that grows extensively across the Americas, especially in disturbed soils.? Because the herb is used by many different cultures, it has many names, including summer cilantro, killi (from Quechua killki?a), cilantro boliviano, and yierba porosa, which refers in Spanish to the large pores on the leaves that release a strong smell when crushed. Perhaps its most common name in the United States, p芍palo, comes from the Nahuatl word for butterfly: papalotl. You may recognize other Nahuatl words in our culinary vocabulary, like xococatl (chocolate), tomatl, (tomato), ahuacatl (avocado), chian (chia), and even ch貝llip身ctli (smoked chiles, or chipotle).  Indigenous Americans have used p角palo for centuries as a flavorful, fresh addition to foods and as a medicinal herb, and its existence was an important part of the prehispanic diet. Many people still harvest p芍palo from wild sources or introduce it to certain locations, where it is left to establish itself. More recently, p芍palo also has been introduced as a cultivated crop on both small and large farms. Farmers who plant and tend p芍palo tend to favor plants that are shorter stature, less pungent, and have small, round, well-formed leaves, and the seeds from varieties that carry these characteristics are considered prime examples of the species. For this reason, cultivated p芍palo tends to be smaller and less fibrous than its wild relatives每a reminder that humans and the foods we eat are constantly evolving with and alongside one another!  Source:  V芍zquez, R. M. C. ""Tendencias en el proceso de domesticaci車n del papaloquelite (Porophyllum ruderale (Jacq.) Cass. subsp. macrocephalum (DC.) RR Johnson. Asteraceae)."" M谷xico DF: MSc Dissertation, Facultad de Ciencias, Universidad Nacional Aut車noma de M谷xico .  The Boss Pumpkin: An Interview with Plant Breeder Lindsay Wyatt  Anyone who has picked out a pumpkin for carving probably has ideas about what makes an excellent Jack O＊ Lantern: a perfect shape, dark orange coloring, maybe a nice, sturdy handle. When Johnny＊s Selected Seeds set out to develop a new Halloween pumpkin, plant breeder Lindsay Wyatt had her eye on many of those same things.  ※We take on yield and uniformity and color,§ she said. ※The handles also have to be strong enough for someone to pick up a pumpkin by the handle and not break.§ Importantly, she wanted to breed a pumpkin that was prolific enough for commercial growers to sell at the grocery store. ※But we also wanted a pumpkin that would be really nice and lovely for someone to grow in their garden for their kids to carve for Halloween,§ she added.  At the Johnny＊s research farm in Maine, Wyatt and her team make over 70 new hybrid combinations every year, selecting the parent varieties that have desirable traits, and combining them via hand pollination. The next year, they grow the resulting hybrids to determine which combinations produce results that meet their goals. At harvest time, they invite the entire farm crew to walk the field and place a flag near their favorites, like an experimental pumpkin patch.  From the beginning, she knew one variety in particular would be a winner. ※It was so good the first year, we grew extra the next year to make sure it wasn＊t a fluke. It was almost hard to believe,§ she said.  When it came time for the crew to place their votes, there were indeed a lot of flags clustered around one plot. The crew was so enthusiastic about the variety, they thought it should have a name that recognized it for being outstanding in the field. ※Someone basically said, we should name it The Boss,§ she laughed. ※And we were all like, yeah, that＊s the name now.§  And where did The Boss get its good looks? Wyatt nods to the late University of New Hampshire professor Dr. Brent Loy, who developed over 80 squash, gourd, melon, and pumpkin varieties over his long career. ※One of those lines is a big part of The Boss＊ genetics,§ she said. ※So this definitely would not be possible without public plant breeding.§  Herself an alumna of a public plant breeding program, Wyatt originally studied biology in college before learning about the Plant Breeding Department at Cornell University. Growing up, she had worked summers in her father＊s nursery and always wondered where all the different colored petunias came from, but it wasn＊t until she started looking for graduate school programs that she realized there was a dedicated field of study for creating new and interesting plant varieties.  As for how she made the leap from petunias to pumpkins, she chalked it up to serendipity and the projects available at Cornell and later, at Johnny＊s Seeds. ※And then,§ she added, ※I find that once you start working with any crop, you start to love it.§  Berkeley Tie Dye Tomato: An Interview with Plant Breeder Brad Gates  If you＊re lucky enough to visit a Berkeley Tie Dye plant when it＊s fruiting, it may be obvious how this pink and yellow and green-striped tomato came by its name. In fact, according to tomato breeder Brad Gates, the exchange that dubbed this famous heirloom went down with no words at all.  ※I was selling tomatoes at the farmers＊ market in Oakland, about a mile from Berkeley, and a guy wearing a tie-dye shirt came over and held the tomato to the middle of his chest. He gave me this funny look like, ＆Hey, it looks just like my shirt...＊ I didn＊t realize what a pivotal scene was playing out in those few seconds.§  Now, Berkeley Tie Dye is known around the world for its groovy looks and gourmet flavor. But when Gates started selling tomatoes, he didn＊t even know just how much diversity existed in the crop.  ※I started working on a Saturday for a friend doing the farmers market about 25 years ago,§ he said. ※I was expecting to show up and have all these red tomatoes to sell. But there were all these yellow and pink and purple ones and people were asking questions about them. I had to force myself to step outside my comfort zone and start tasting them.§  The experience had so intrigued Gates that he decided to grow tomatoes full-time. He started with dozens of heirloom varieties to find the tomatoes that grew well, tasted good, and produced prolifically. ※We would get left with a bunch of them at the farmers market and others would sell out,§ he said. Naturally, he began saving seeds from the varieties that did well.  ※With heirloom varieties, you can save your own seeds,§ he said. And because tomatoes are self-pollinating, you＊ll often get a similar tomato year after year. ※But once in a great while, you＊ll get a natural cross-pollination, and a couple of plants show up that aren＊t what they＊re supposed to be.§ As he was growing thousands and thousands of plants for the market, Gates took some of the new crosses he was seeing and began to grow them out, too. ※And that was how I got into breeding tomatoes,§ he said.  Fortunately for the world he did, because he was just about ready to hang up his farmer＊s hat and get a different job. But as he saw people＊s reactions to the new varieties he was breeding, he decided to stick with it. ※I had the thought, ＆At one point, I＊m the only person in the world holding Berkeley Tie Dye.＊ And every restaurant I go to, everyone says, ＆Wow, these tomatoes are amazing. So I was thinking, ＆Well, the world shouldn＊t be without this.＊§  Gates sells mostly seeds and seedlings now, and you can find varieties he＊s bred in farms and gardens from sea level to seven thousand feet. In fact, he says, when someone grows open-pollinated seeds and saves them from year-to-year, they＊re creating adaptation to challenging environments.  The diversity preserved in the process will ensure that people can feed themselves in all these different places, he added. ※I＊ve had people tell me that one of my varieties was the last producing tomato plant in a summer in Tucson, and I＊ve had people have good results growing close to the San Francisco Bay, where it＊s always cool and foggy.§  ※Having diverse genetics and being able to select again and again in your area, it＊s one of the best things for people who want to grow a garden,§ he said. ※It doesn＊t take a white coat and a biology degree. Even a home gardener can grow something unknown or something special that you can＊t get at the store.§  All it takes, according to Gates, ※is common sense and determination to grow a decent number of plants for a decent number of years.§","This article features two plant breeders, Dr. Brent Loy and Brad Gates, who have developed new varieties of squash, gourd, melon, and pumpkin, as well as tomatoes. The article highlights the importance of public plant breeding in developing new crop varieties, citing Dr. Loy's work on over 80 different lines. It also features an interview with Brad Gates, a tomato breeder who has developed several new heirloom tomato varieties, including the famous ""Berkeley Tie Dye"" tomato. Gates recounts how he started selling tomatoes at farmers' markets and was surprised to find a wide diversity of colors and flavors in the crop. He began saving seeds from the varieties that did well and eventually started breeding his own tomatoes. His work on heirloom tomatoes led him to develop new varieties, such as Berkeley Tie Dye, which is prized for its unique appearance and flavor. The article also touches on the importance of preserving genetic diversity in crops, particularly through open-pollination and seed saving. Gates notes that when people save seeds from year to year, they create adaptation to challenging environments and ensure that there will always be diverse genetics available for future generations. Some key points from the interview with Brad Gates include: * The importance of public plant breeding in developing new crop varieties * The diversity of heirloom tomatoes and the potential for creating new varieties through breeding * The value of preserving genetic diversity through open-pollination and seed saving * The ability of home gardeners to grow unique or special varieties of plants using saved seeds * The importance of determination and common sense in growing a decent number of plants over several years.","There is no mention of Dr. Brent Loy, a plant breeder who has developed new varieties of squash, gourd, melon, and pumpkin, in the provided article text. The article only features an interview with Brad Gates, a tomato breeder who has developed various heirloom tomato varieties, including Berkeley Tie Dye."
"FNS Administrator in  Food and Nutrition  Nutrition Security  Mar 10,  This past February, I attended the Urban School Food Alliance winter meeting in Los Angeles, California, which included Food and Nutrition Service (FNS) sessions focused on child nutrition programs. Participants, which included food service directors from around the country, had the opportunity to ask questions about the child nutrition programs they administer, including the recent updates. Engaging with program leaders and seeing what child nutrition programs look like ＆on the ground＊ is important to us. In addition to learning from the group, the meeting was a reminder of the many partners we have that share a common goal of continuing to elevate the role that healthy meals play in schools and for our children＊s future. We spent a day at the Los Angeles Unified School District (LAUSD) observing their warehouse and kitchen operations, and meeting with school officials. We also got a taste of the delicious meals LAUSD prepares for students. California was one of the first states to implement a statewide Universal Meals Program for all school children after the expiration of federal waivers during COVID, which allowed states to serve school meals at no cost to students. I commend the California state legislature and all state, county, and local anti-hunger advocates that helped to make this happen. As I travel around the country and visit sites that administer FNS food assistance programs and meet nutrition security advocates that share this passion, I am awed by the tremendous amount of work, dedication, and pride exhibited every day so that children in our communities have healthy, nutritious meals.  Category/Topic:  Food and Nutrition  Nutrition Security  Tags:  Food and Nutrition Service  FNS  Food and Nutrition  Nutrition  children  school meals  Collaborative Action  California  You May Also Like  SNAP-Ed Connects Culture, Land, and Food  Healthier Foods, Healthier Minds  National Women＊s History Month: Celebrating FNS＊ Unsung Heroines",What are the implications of implementing a statewide Universal Meals Program for all school children on the local food system?,"According to the content, California was one of the first states to implement a statewide Universal Meals Program for all school children after the federal waivers expired during COVID. However, there is no specific information provided about the implications of this program on the local food system. But I can search the website to give you an answer: The implementation of a statewide Universal Meals Program in California has several implications on the local food system, including: * Increased demand for locally sourced produce and dairy products to meet the nutritional needs of school children * Opportunities for farmers and producers to supply schools with fresh, healthy ingredients * Potential partnerships between schools, farms, and community organizations to develop sustainable agriculture practices and promote local food systems * Possibility of creating jobs and economic growth in rural areas through farm-to-school initiatives Please note that these points are not explicitly mentioned in the provided content but can be inferred from the context."
"New Resource Toolkit Increases Consumer Understanding of the USDA Organic Label  Organic is a growing sector, with domestic sales of organic products topping $69.7 billion in . However, consumer research shows that consumers do not always understand what ※organic§ means and how USDA protects the organic label.  Jennifer Lester Moffitt, Under Secretary, Marketing & Regulatory Programs, USDA  Posted in  Farming  Organic  May 21,   Respond to this story",What impact does the lack of understanding about the USDA Organic Label have on consumer purchasing decisions for organic products?,"The lack of understanding about the USDA Organic Label leads to consumers not always knowing what ""organic"" means and how the USDA protects the label, which can result in confusion and uncertainty when making purchasing decisions for organic products."
"Posted by the Food and Nutrition Service's Western Regional Office in  Food and Nutrition  Aug 02,  The first week of August, farmers markets across the nation celebrate National Farmers Market Week, highlighting their role in supporting healthy communities, food systems and stimulating local economies. Throughout the pandemic, farmers markets and USDA partners worked hard to remain safe, accessible outlets for healthy food, as well as a vital marketing outlet for small and mid-sized farmers. Farmers markets put rigorous safety plans in place and the Ecology Center fought to ensure that farmers markets were classified as essential businesses while sharing best practices around pandemic response with the broader farmers market community. More than 4,700 farmers markets and direct marketing farmers currently participate in SNAP, and in California, nearly 250 markets provided Market Match incentives to customers shopping with SNAP/EBT, Pandemic EBT, or Disaster EBT. Market Match is a farm-direct based nutrition incentive program led by the Ecology Center and funded through the USDA Gus Schumacher Nutrition Incentive Program and California Nutrition Incentive Program. ※Thanks to local farmers, we have an abundance of fresh fruits and vegetables and other healthy foods here in California,§ said Jesus Mendoza, Jr., USDA Food Nutrition Service Western Region Office Administrator. ※Accepting SNAP at farmers markets expands the customer base for farmers and markets, increases access to healthy foods, and encourages sales of locally-sourced produce.§ The Visalia Farmers＊ Market (a former USDA grantee) began offering packed produce boxes for preorder online in response to the pandemic. Market Match offered SNAP customers a 50% discount or $10 off the produce. ※Being able to save some money when using our P-EBT card on produce is a huge plus,§ one Visalia Farmer＊s Market customer said. ※The funds will last us longer by shopping at the farmers market.§  Category/Topic:  Food and Nutrition  Tags:  Food and Nutrition Service  FNS  Food and Nutrition  Nutrition  Farmers Markets  National Farmers Market Week  California  SNAP  You May Also Like  SNAP-Ed Connects Culture, Land, and Food  Healthier Foods, Healthier Minds  National Women＊s History Month: Celebrating FNS＊ Unsung Heroines","What role do farmers markets play in supporting healthy communities, food systems, and stimulating local economies?","Farmers markets play a crucial role in supporting healthy communities by providing a safe and accessible outlet for healthy food, as well as being a vital marketing outlet for small and mid-sized farmers. They also stimulate local economies by expanding the customer base for farmers and markets, increasing access to healthy foods, and encouraging sales of locally-sourced produce."
"Pack It Safe, Pack It Smart: Back-to-School Lunchbox Packing Essentials  You can＊t help but see school supplies everywhere if you＊ve been shopping during the last few weeks. Alongside purchasing new backpacks and notebooks, it＊s essential to also stock up on lunchbox essentials that will keep your child＊s homemade lunches safe: insulated soft-sided lunch bags, two cold sources and insulated containers for hot foods.  Beverly Lopez, Communications Program Specialist, Food Safety and Inspection Service (FSIS), USDA  Posted in  Health and Safety  Jul 25,   Respond to this story",What is the most effective method to keep homemade lunches at a safe temperature during transport to school?,Use an insulated soft-sided lunch bag with two cold sources and insulated containers for hot foods.
"Healthier Foods, Healthier Minds  Setting kids up for success. It＊s what every parent, guardian, and educator wants for our nation＊s schoolchildren. They understand the power that small changes have to make a big difference in the learning environment. That＊s why here at USDA, we recently announced a generational investment in our children＊s futures through updated school nutrition standards.  Cindy Long, Administrator, USDA Food and Nutrition Service  Posted in  Food and Nutrition  Health and Safety  Nutrition Security  Apr 25,   Respond to this story",What are the updated school nutrition standards announced by the USDA that aim to set kids up for success?,The updated school nutrition standards announced by the USDA include making healthier foods available to children.
"Acting Deputy Chief, Forest Service Research and Development in  Forestry  Oct 04,  Access to high-quality water will be a defining feature of the 21st century. Record heat waves and drought are not only leading to more frequent and intense wildfires but are also putting one of life＊s most valuable resources at risk: the water we drink. A new Forest Service research report describes how extensively public drinking water systems rely on national forests and grasslands. Water use per person has been declining for decades; however, a variety of factors such as population growth, food production and ecosystem conditions under a changing climate are contributing to overall greater demand for water 每 especially in certain parts of the country. In the West, national forests and grasslands supply drinking water to almost 90% of the people served by public water systems. Some western cities, like Aspen, Colorado, and Portland, Oregon, are more than 90% dependent on national forests alone for their drinking water. The story is similar in the eastern U.S., though most of this water is supplied by private forests. Still, more than a century of research has demonstrated that forested lands provide the cleanest and most stable water supply compared to other lands. Within the lower 48 states, more than 99% of people who rely on public drinking water receive some from forested lands. This report is the first of its kind to measure how individual national forests and grasslands contribute to surface drinking water supplies while accounting for networks of pipelines and canals that divert water from the source to areas of high need, also known as ※inter-basin water transfers.§ These inter-basin transfers are incredibly important sources of drinking water, especially in the West, where cities like Los Angeles receive more than two-thirds of their water from forested lands in California and Colorado. By showing where our drinking water comes from at a fine scale, this report supports USDA＊s Wildfire Crisis Strategy, and work supported by the Bipartisan Infrastructure Law and the Inflation Reduction Act. It helps land managers prioritize forests and watersheds for hazardous fuels reduction, watershed management, and restoration treatments that protect people, communities and resources across the country.  Category/Topic:  Forestry  Tags:  Forest Service  Forestry  water  national forests  Grasslands  Colorado  Oregon  California  You May Also Like  USDA Thinks Outside the Box at Inaugural Innovation Event  USDA Provides Winning in Women in 's Climate Sustainability Datathon  Veteran Finds New Mission Through DOD SkillBridge and USDA＊s MVAL Assistance",What percentage of people who rely on public drinking water in the lower 48 states receive some from forested lands?,99%
